[Gene ID],[Genomic Location (Transcript)],[Product Description],,Start_loc,Stop_loc,LOCUS,STRAND,H_exp,S_exp,CONTIG,Start_TE,Stop_TE,Type,Subtype
CIMG_09337,GG704915:2616425..2617500(+),hypothetical protein,GG704915,2616182,2617691,CIMG_09337,+,0.9777,2.0927,GG704915,2617578,2617682,DNA,TcMar
CIMG_09332,GG704915:2603940..2605135(-),cytoplasmic tRNA 2-thiolation protein 2,GG704915,2602957,2605203,CIMG_09332,-,0.0418,0.1665,GG704915,2607764,2607887,DNA,TcMar
CIMG_09333,GG704915:2605520..2607448(+),integral membrane protein,GG704915,2605360,2607680,CIMG_09333,+,6.6367,9.4655,GG704915,2607764,2607887,DNA,TcMar
CIMG_09331,GG704915:2601387..2603406(+),class I alpha-mannosidase,GG704915,2601151,2604962,CIMG_09331,+,0.7342,1.4457,GG704915,2607764,2607887,DNA,TcMar
CIMG_09262,GG704915:2431801..2432437(-),hypothetical protein,GG704915,2431009,2432502,CIMG_09262,-,11.9309,20.2787,GG704915,2432584,2436405,LTR,Ngaro
CIMG_09261,GG704915:2428861..2431761(+),vacuolar protein sorting vps16,GG704915,2428734,2431976,CIMG_09261,+,2.8617,5.0334,GG704915,2432584,2436405,LTR,Ngaro
CIMG_09260,GG704915:2427004..2428529(-),hypothetical protein,GG704915,2426424,2428529,CIMG_09260,-,0.2497,0.7296,GG704915,2432584,2436405,LTR,Ngaro
CIMG_09242,GG704915:2367402..2370025(+),posttranscriptional regulation nuclease,GG704915,2367402,2370025,CIMG_09242,+,1.8875,1.4405,GG704915,2370764,2371853,LTR,Copia
CIMG_09241,GG704915:2365241..2366223(-),"oxidoreductase, oxidoreductase, variant 1, oxidoreductase, variant 2",GG704915,2365101,2366759,CIMG_09241,-,0,0,GG704915,2370764,2371853,LTR,Copia
CIMG_09218,GG704915:2306074..2308906(+),C6 zinc finger domain-containing protein,GG704915,2306074,2309118,CIMG_09218,+,0.7472,0.9943,GG704915,2309262,2309318,DNA,TcMar
CIMG_09155,GG704915:2117126..2119386(+),AGC/RSK/RSK-UNCLASSIFIED protein kinase,GG704915,2116890,2119656,CIMG_09155,+,1.1467,1.429,GG704915,2120241,2120353,LTR,Gypsy
CIMG_09057,GG704915:1851548..1853725(+),hypothetical protein,GG704915,1851548,1853725,CIMG_09057,+,8.1975,10.9082,GG704915,1856783,1857028,LTR,Gypsy
CIMG_08992,GG704915:1703522..1705910(-),hypothetical protein,GG704915,1703375,1706172,CIMG_08992,-,0.39,0.7136,GG704915,1706283,1706350,LTR,Copia
CIMG_08991,GG704915:1699974..1702789(-),protein SEY1,GG704915,1699924,1702999,CIMG_08991,-,7.3694,3.975,GG704915,1706283,1706350,LTR,Copia
CIMG_08972,GG704915:1652700..1653293(-),hypothetical protein,GG704915,1652607,1653611,CIMG_08972,-,85.0651,26.955,GG704915,1653677,1653830,DNA,TcMar
CIMG_08971,GG704915:1651413..1652276(+),ATP binding protein,GG704915,1651183,1652722,CIMG_08971,+,52.7652,57.1738,GG704915,1653677,1653830,DNA,TcMar
CIMG_08970,GG704915:1649412..1650784(-),S-adenosylmethionine synthase,GG704915,1648863,1650956,CIMG_08970,-,3.2071,1.5169,GG704915,1653677,1653830,DNA,TcMar
CIMG_08962,GG704915:1621658..1622452(-),vesicle transport V-SNARE protein superfamily,GG704915,1621340,1622573,CIMG_08962,-,6.8641,10.7513,GG704915,1624125,1624368,DNA,TcMar
CIMG_08961,GG704915:1616655..1619913(+),"RNA polymerase II Mediator complex subunit Sin4, RNA polymerase II Mediator complex subunit Sin4, variant 1, RNA polymerase II Mediator complex subunit Sin4, variant 2",GG704915,1616547,1620167,CIMG_08961,+,0,0,GG704915,1624125,1624368,DNA,TcMar
CIMG_08936,GG704913:22164..22982(-),Ser/Thr protein phosphatase,GG704913,21867,23058,CIMG_08936,-,32.6152,53.5639,GG704913,21725,21842,LTR,Copia
CIMG_08933,GG704913:27317..28065(+),hypothetical protein,GG704913,27317,28065,CIMG_08933,+,3.0566,4.6216,GG704913,24364,26692,DNA,TcMar
CIMG_08932,GG704913:28398..28886(-),hypothetical protein,GG704913,28398,28886,CIMG_08932,-,0.6956,0.5928,GG704913,29526,30698,LTR,Copia
CIMG_08883,GG704913:148385..149185(-),hypothetical protein,GG704913,146961,149446,CIMG_08883,-,0,0.0441,GG704913,149696,149776,LTR,Copia
CIMG_08882,GG704913:150541..152181(-),IMP-specific 5'-nucleotidase 1,GG704913,150498,152327,CIMG_08882,-,3.668,6.6313,GG704913,149696,149776,LTR,Copia
CIMG_08881,GG704913:152869..155001(-),RNA polymerase II mediator complex component SRB4,GG704913,152839,155056,CIMG_08881,-,12.1957,5.0945,GG704913,155876,155989,LTR,Copia
CIMG_08848,GG704913:237265..238890(-),MFS transporter,GG704913,237175,240835,CIMG_08848,-,46.459,12.2727,GG704913,242153,242247,LTR,Gypsy
CIMG_08839,GG704913:255198..258908(+),26S proteasome regulatory subunit Rpn2,GG704913,254969,259151,CIMG_08839,+,6.3505,8.7026,GG704913,262035,262214,DNA,TcMar
CIMG_08838,GG704913:260134..262032(+),acyl-CoA dehydrogenase,GG704913,260054,262206,CIMG_08838,+,2.6968,2.8044,GG704913,262035,262214,DNA,TcMar
CIMG_08818,GG704913:308880..310368(+),GPI transamidase component PIG-U,GG704913,308864,310368,CIMG_08818,+,2.7676,1.6933,GG704913,314224,314303,DNA,TcMar
CIMG_08816,GG704913:312532..313240(-),"respiratory supercomplex factor 1, mitochondrial",GG704913,312434,313278,CIMG_08816,-,236.6104,206.0002,GG704913,314224,314303,DNA,TcMar
CIMG_08815,GG704913:317169..318976(+),"threonine ammonia-lyase, biosynthetic",GG704913,317143,319383,CIMG_08815,+,2.3084,4.6309,GG704913,314973,315850,DNA,TcMar
CIMG_08814,GG704913:319555..320334(-),hypothetical protein,GG704913,319555,320334,CIMG_08814,-,1.8272,3.6575,GG704913,321593,322167,DNA,TcMar
CIMG_08766,GG704913:447311..451036(+),chitin synthase 4,GG704913,447009,451233,CIMG_08766,+,1.2891,1.0347,GG704913,453469,453509,DNA,hAT
CIMG_08758,GG704913:469500..470137(+),hypothetical protein,GG704913,469500,470137,CIMG_08758,+,22.8905,1.0314,GG704913,474386,474558,LTR,Copia
CIMG_08749,GG704913:488824..489761(+),hypothetical protein,GG704913,488638,490034,CIMG_08749,+,3.2717,0.5034,GG704913,494440,495790,DNA,TcMar
CIMG_08748,GG704913:490229..492643(+),hypothetical protein,GG704913,490229,492678,CIMG_08748,+,33.8755,34.6025,GG704913,494440,495790,DNA,TcMar
CIMG_08747,GG704913:493349..495672(-),hypothetical protein,GG704913,492990,495765,CIMG_08747,-,0,0,GG704913,494440,495790,DNA,TcMar
CIMG_08744,GG704913:497671..498293(+),hypothetical protein,GG704913,497671,498293,CIMG_08744,+,1.366,0.9616,GG704913,494440,495790,DNA,TcMar
CIMG_08739,GG704913:511321..513746(+),hypothetical protein,GG704913,511321,513746,CIMG_08739,+,0.2516,0.3911,GG704913,516890,519233,DNA,TcMar
CIMG_08737,GG704913:515214..515828(+),hypothetical protein,GG704913,515214,515828,CIMG_08737,+,0.0546,0.093,GG704913,516890,519233,DNA,TcMar
CIMG_08736,GG704913:516138..516661(+),hypothetical protein,GG704913,516138,516661,CIMG_08736,+,0.1293,2.9768,GG704913,516890,519233,DNA,TcMar
CIMG_08730,GG704913:531519..532241(-),hypothetical protein,GG704913,531411,532477,CIMG_08730,-,15.7893,14.4023,GG704913,533697,534011,DNA,TcMar
CIMG_08729,GG704913:533096..533656(+),hypothetical protein,GG704913,533096,533656,CIMG_08729,+,1.3451,1.261,GG704913,533697,534011,DNA,TcMar
CIMG_08717,GG704913:564825..566681(+),protein phosphatase PP2A regulatory B subunit,GG704913,564023,566764,CIMG_08717,+,4.7588,5.6877,GG704913,569102,569477,DNA,TcMar
CIMG_08709,GG704913:581715..582137(-),hypothetical protein,GG704913,581715,582137,CIMG_08709,-,1.7799,4.0152,GG704913,586986,587069,LTR,Gypsy
CIMG_08708,GG704913:583224..585284(+),bZIP transcription factor,GG704913,583224,585284,CIMG_08708,+,0.2834,0.7648,GG704913,586986,587069,LTR,Gypsy
CIMG_08703,GG704913:596668..598036(+),dihydroceramidase,GG704913,596444,598164,CIMG_08703,+,3.2128,7.324,GG704913,601303,601374,DNA,TcMar
CIMG_08701,GG704913:600827..601474(-),hypothetical protein,GG704913,600827,601474,CIMG_08701,-,0.4117,1.462,GG704913,601303,601374,DNA,TcMar
CIMG_08614,GG704913:813687..814670(-),hypothetical protein,GG704913,813687,814670,CIMG_08614,-,0.1991,1.7394,GG704913,816820,822283,LTR,Copia
CIMG_08613,GG704913:814935..816128(+),metalloproteinase 7,GG704913,814682,816269,CIMG_08613,+,0.0415,0.1591,GG704913,816820,822283,LTR,Copia
CIMG_08561,GG704913:985904..986430(-),hypothetical protein,GG704913,985366,986997,CIMG_08561,-,1.5822,3.1736,GG704913,990938,990993,DNA,TcMar
CIMG_08560,GG704913:987502..988909(-),hypothetical protein,GG704913,987502,988909,CIMG_08560,-,5.7024,2.2491,GG704913,990938,990993,DNA,TcMar
CIMG_08559,GG704913:989598..990595(+),EF-hand calcium-binding domain-containing protein,GG704913,989598,990595,CIMG_08559,+,3.7692,5.3833,GG704913,990938,990993,DNA,TcMar
CIMG_08502,GG704913:1133396..1134215(+),U3 small nucleolar RNA-associated protein 24,GG704913,1133254,1134621,CIMG_08502,+,4.7598,7.1501,GG704913,1136713,1136906,LTR,Gypsy
CIMG_08500,GG704913:1138553..1139059(+),hypothetical protein,GG704913,1138553,1139554,CIMG_08500,+,6.8314,1.077,GG704913,1139914,1139976,DNA,TcMar
CIMG_08471,GG704913:1219688..1220303(-),hypothetical protein,GG704913,1219688,1220303,CIMG_08471,-,10.8946,1.6785,GG704913,1224302,1224398,DNA,TcMar
CIMG_08443,GG704913:1299162..1300675(+),hypothetical protein,GG704913,1299162,1300675,CIMG_08443,+,0.0291,0.2479,GG704913,1298217,1298316,LTR,Gypsy
CIMG_08409,GG704913:1383426..1384571(-),hypothetical protein,GG704913,1383426,1384571,CIMG_08409,-,0,0.0969,GG704913,1387006,1388696,DNA,TcMar
CIMG_08408,GG704913:1385057..1385576(-),hypothetical protein,GG704913,1384938,1385576,CIMG_08408,-,0,0,GG704913,1387006,1388696,DNA,TcMar
CIMG_08407,GG704913:1387623..1388601(-),hypothetical protein,GG704913,1387623,1388601,CIMG_08407,-,0,0,GG704913,1387006,1388696,DNA,TcMar
CIMG_08406,GG704913:1388928..1389453(-),hypothetical protein,GG704913,1388928,1389453,CIMG_08406,-,0,0.4636,GG704913,1389360,1389991,LTR,Copia
CIMG_08401,GG704913:1412480..1414415(+),hypothetical protein,GG704913,1412458,1414461,CIMG_08401,+,2.206,3.5133,GG704913,1410328,1410607,DNA,TcMar
CIMG_08400,GG704913:1414476..1415049(-),hypothetical protein,GG704913,1414381,1415469,CIMG_08400,-,3.5741,2.3718,GG704913,1419094,1419909,DNA,TcMar
CIMG_08399,GG704913:1415957..1417142(-),hypothetical protein,GG704913,1415957,1417142,CIMG_08399,-,2.1146,14.4419,GG704913,1419094,1419909,DNA,TcMar
CIMG_08398,GG704913:1418585..1420327(-),hypothetical protein,GG704913,1417906,1420327,CIMG_08398,-,0.0281,0.4319,GG704913,1419094,1419909,DNA,TcMar
CIMG_08394,GG704913:1430446..1431126(-),hypothetical protein,GG704913,1430446,1431126,CIMG_08394,-,0,0.2924,GG704913,1432433,1434310,LTR,Copia
CIMG_08385,GG704913:1463278..1464273(+),hypothetical protein,GG704913,1463278,1464273,CIMG_08385,+,0,0,GG704913,1465440,1466085,LTR,Copia
CIMG_08361,GG704913:1556007..1558457(+),hypothetical protein,GG704913,1556007,1558457,CIMG_08361,+,0,0,GG704913,1561218,1561353,DNA,TcMar
CIMG_08323,GG704913:1664609..1665837(-),hypothetical protein,GG704913,1664011,1666493,CIMG_08323,-,0.1775,1.0697,GG704913,1668208,1668461,DNA,TcMar
CIMG_08321,GG704913:1668804..1669657(-),hypothetical protein,GG704913,1667932,1669738,CIMG_08321,-,0.1618,1.2875,GG704913,1668208,1668461,DNA,TcMar
CIMG_08312,GG704913:1687614..1691861(-),ABC a-pheromone efflux pump AtrD,GG704913,1687402,1692129,CIMG_08312,-,0.5398,0.7706,GG704913,1692558,1692663,DNA,TcMar
CIMG_08310,GG704913:1695572..1697382(+),sugar porter (SP) family MFS transporter,GG704913,1695403,1697757,CIMG_08310,+,2.9688,5.3632,GG704913,1699191,1699395,DNA,TcMar
CIMG_08309,GG704913:1698052..1698841(-),hypothetical protein,GG704913,1697695,1699010,CIMG_08309,-,4.0211,1.4498,GG704913,1699191,1699395,DNA,TcMar
CIMG_08290,GG704913:1744470..1746222(-),phytase,GG704913,1744240,1746286,CIMG_08290,-,0.0795,0.5155,GG704913,1751014,1751223,DNA,TcMar
CIMG_08289,GG704913:1749474..1750336(+),serine/threonine protein kinase,GG704913,1749366,1750352,CIMG_08289,+,0.2545,1.983,GG704913,1751014,1751223,DNA,TcMar
CIMG_08288,GG704913:1751921..1754992(-),aminopeptidase,GG704913,1751908,1755298,CIMG_08288,-,4.3967,3.5392,GG704913,1751320,1751398,DNA,TcMar
CIMG_08241,GG704913:1906603..1907047(+),hypothetical protein,GG704913,1906603,1907047,CIMG_08241,+,0.2308,0.0655,GG704913,1907648,1918278,LTR,Gypsy
CIMG_08232,GG704913:1922215..1922907(-),hypothetical protein,GG704913,1922215,1922907,CIMG_08232,-,0,0.1458,GG704913,1923929,1924424,DNA,TcMar
CIMG_08179,GG704913:2069355..2070814(+),hypothetical protein,GG704913,2069099,2070814,CIMG_08179,+,1.7677,0.8801,GG704913,2072655,2072816,LTR,Gypsy
CIMG_08178,GG704913:2072859..2075204(-),hypothetical protein,GG704913,2072734,2075290,CIMG_08178,-,34.5551,83.917,GG704913,2072655,2072816,LTR,Gypsy
CIMG_08134,GG704913:2177118..2179055(-),MFS transporter,GG704913,2177118,2179055,CIMG_08134,-,0.1861,0.2996,GG704913,2182456,2182741,DNA,hAT
CIMG_08104,GG704913:2245700..2246769(+),hypothetical protein,GG704913,2245700,2246769,CIMG_08104,+,0,0.0584,GG704913,2248482,2248551,LTR,Copia
CIMG_08044,GG704913:2395115..2396497(-),cell wall integrity signaling protein Lsp1/Pil1,GG704913,2394402,2396693,CIMG_08044,-,1.4775,12.8036,GG704913,2401200,2401280,DNA,TcMar
CIMG_08043,GG704913:2397545..2400973(-),DNA excision repair protein (rad2),GG704913,2397367,2401048,CIMG_08043,-,15.234,10.6554,GG704913,2401200,2401280,DNA,TcMar
CIMG_08034,GG704913:2427241..2427854(-),hypothetical protein,GG704913,2427153,2427991,CIMG_08034,-,235.5267,206.5822,GG704913,2428263,2433573,LTR,Copia
CIMG_08011,GG704913:2491937..2493643(+),hypothetical protein,GG704913,2491937,2493706,CIMG_08011,+,19.0382,8.7724,GG704913,2497003,2497036,DNA,TcMar
CIMG_08010,GG704913:2494729..2495420(-),ER-derived vesicles protein ERV14,GG704913,2494313,2495716,CIMG_08010,-,26.7439,63.3604,GG704913,2497003,2497036,DNA,TcMar
CIMG_07986,GG704913:2567573..2568229(-),cyclase/dehydrase,GG704913,2567573,2568229,CIMG_07986,-,993.5302,425.6385,GG704913,2572921,2573252,LTR,Copia
CIMG_07976,GG704913:2593854..2594405(-),thioesterase,GG704913,2593732,2594626,CIMG_07976,-,66.8167,15.222,GG704913,2598676,2598764,DNA,TcMar
CIMG_07975,GG704913:2594952..2597044(+),origin recognition complex subunit Orc4,GG704913,2594952,2597105,CIMG_07975,+,14.296,15.579,GG704913,2598676,2598764,DNA,TcMar
CIMG_07932,GG704913:2707757..2708248(+),ribose 5-phosphate isomerase,GG704913,2707757,2708248,CIMG_07932,+,26.8144,28.9205,GG704913,2710419,2710546,DNA,TcMar
CIMG_07930,GG704913:2709513..2710442(-),hypothetical protein,GG704913,2709513,2710442,CIMG_07930,-,33.9945,128.1728,GG704913,2710419,2710546,DNA,TcMar
CIMG_07905,GG704913:2758600..2759031(-),serine/threonine protein kinase,GG704913,2757255,2759497,CIMG_07905,-,0.2191,3.5779,GG704913,2762913,2763078,LTR,Gypsy
CIMG_07904,GG704913:2760598..2761764(-),hypothetical protein,GG704913,2760598,2761764,CIMG_07904,-,0.382,1.6821,GG704913,2762913,2763078,LTR,Gypsy
CIMG_07893,GG704913:2786412..2788942(-),hypothetical protein,GG704913,2786412,2788990,CIMG_07893,-,0.2701,0.7365,GG704913,2790237,2790273,LTR,Gypsy
CIMG_07874,GG704913:2833134..2834103(+),hypothetical protein,GG704913,2833134,2834103,CIMG_07874,+,1.3311,4.5375,GG704913,2836562,2837163,DNA,TcMar
CIMG_07872,GG704913:2836897..2837339(-),protein kinase,GG704913,2836531,2837419,CIMG_07872,-,3.6809,1.0559,GG704913,2836562,2837163,DNA,TcMar
CIMG_07814,GG704913:2983765..2986018(+),DNA-directed RNA polymerase II polypeptide,GG704913,2983765,2986114,CIMG_07814,+,0.7266,0.8584,GG704913,2988820,2988879,DNA,TcMar
CIMG_07813,GG704913:2986450..2990328(+),DNA-directed RNA polymerase II subunit RPB2,GG704913,2986239,2990328,CIMG_07813,+,0.7869,0.345,GG704913,2988820,2988879,DNA,TcMar
CIMG_07799,GG704913:3018769..3021290(+),ran-binding protein,GG704913,3018619,3021671,CIMG_07799,+,14.9977,13.5376,GG704913,3025052,3025916,LTR,Gypsy
CIMG_07798,GG704913:3022537..3023483(-),hypothetical protein,GG704913,3022099,3023947,CIMG_07798,-,1.3014,3.1905,GG704913,3025052,3025916,LTR,Gypsy
CIMG_07796,GG704913:3024608..3024919(-),hypothetical protein,GG704913,3024608,3024919,CIMG_07796,-,4.8827,4.7436,GG704913,3025052,3025916,LTR,Gypsy
CIMG_07783,GG704913:3085210..3087046(+),hypothetical protein,GG704913,3085210,3087046,CIMG_07783,+,6.4163,2.5398,GG704913,3084580,3084645,DNA,TcMar
CIMG_07733,GG704913:3235630..3235989(-),hypothetical protein,GG704913,3235630,3235989,CIMG_07733,-,1.7542,4.7996,GG704913,3240660,3241116,DNA,TcMar
CIMG_07732,GG704913:3238138..3239375(+),hypothetical protein,GG704913,3238138,3239375,CIMG_07732,+,31.7408,18.439,GG704913,3240660,3241116,DNA,TcMar
CIMG_07720,GG704913:3269785..3271020(-),hypothetical protein,GG704913,3269570,3271156,CIMG_07720,-,50.8378,54.5153,GG704913,3275560,3275928,DNA,TcMar
CIMG_07719,GG704913:3271560..3273383(-),hypothetical protein,GG704913,3271528,3273383,CIMG_07719,-,0.0514,0,GG704913,3275560,3275928,DNA,TcMar
CIMG_07671,GG704913:3392890..3395958(-),formate-tetrahydrofolate ligase,GG704913,3392463,3396207,CIMG_07671,-,0.4706,0.5198,GG704913,3396499,3397103,LTR,Copia
CIMG_07646,GG704913:3456654..3457706(-),hypothetical protein,GG704913,3456654,3457706,CIMG_07646,-,2.8066,88.0792,GG704913,3461627,3461688,DNA,TcMar
CIMG_07645,GG704913:3458696..3459973(-),serine/threonine protein kinase,GG704913,3458696,3459973,CIMG_07645,-,3.5045,37.0582,GG704913,3461627,3461688,DNA,TcMar
CIMG_07644,GG704913:3461461..3462097(-),hypothetical protein,GG704913,3461461,3462097,CIMG_07644,-,0.5875,1.5021,GG704913,3461627,3461688,DNA,TcMar
CIMG_07609,GG704913:3541039..3541993(-),hypothetical protein,GG704913,3541039,3541993,CIMG_07609,-,0.7975,0.4078,GG704913,3545436,3545612,DNA,TcMar
CIMG_07608,GG704913:3542397..3543284(-),hypothetical protein,GG704913,3542397,3543284,CIMG_07608,-,105.6777,329.8274,GG704913,3545436,3545612,DNA,TcMar
CIMG_07607,GG704913:3544022..3545029(-),hypothetical protein,GG704913,3543958,3545029,CIMG_07607,-,20.3215,26.9582,GG704913,3545436,3545612,DNA,TcMar
CIMG_07605,GG704913:3550585..3551362(+),hypothetical protein,GG704913,3550585,3551362,CIMG_07605,+,0.7284,1.059,GG704913,3549251,3550283,DNA,TcMar
CIMG_07604,GG704913:3551664..3552168(+),hypothetical protein,GG704913,3551664,3552168,CIMG_07604,+,5.5723,7.9657,GG704913,3552016,3552153,DNA,TcMar
CIMG_07600,GG704913:3562537..3563932(-),NUDIX domain-containing protein,GG704913,3562537,3563932,CIMG_07600,-,0.141,0.2163,GG704913,3567309,3567346,LINE,Tad1
CIMG_07599,GG704913:3564841..3566700(-),MRS7 family protein,GG704913,3564328,3566700,CIMG_07599,-,0.5883,0.9072,GG704913,3567309,3567346,LINE,Tad1
CIMG_07582,GG704913:3604606..3606795(-),manganese ion homeostasis,GG704913,3604469,3607087,CIMG_07582,-,1.1068,1.0468,GG704913,3607229,3607294,DNA,hAT
CIMG_07570,GG704913:3637371..3638776(+),amidohydrolase,GG704913,3637248,3639055,CIMG_07570,+,1.1675,1.9584,GG704913,3642387,3642505,DNA,TcMar
CIMG_07569,GG704913:3640479..3642061(+),allantoate permease,GG704913,3640479,3642169,CIMG_07569,+,0.3927,0.2072,GG704913,3642387,3642505,DNA,TcMar
CIMG_07532,GG704913:3740594..3743133(+),TBC domain-containing protein,GG704913,3739960,3743654,CIMG_07532,+,9.2534,9.7229,GG704913,3743487,3743557,DNA,TcMar
CIMG_07500,GG704913:3825717..3826225(+),40S ribosomal protein S29,GG704913,3825591,3826612,CIMG_07500,+,151.9397,111.8702,GG704913,3830589,3830883,DNA,TcMar
CIMG_07499,GG704913:3826920..3827681(-),UMP-CMP kinase,GG704913,3826687,3827979,CIMG_07499,-,75.8993,59.6615,GG704913,3830589,3830883,DNA,TcMar
CIMG_07498,GG704913:3828387..3829613(-),hypothetical protein,GG704913,3828387,3829613,CIMG_07498,-,1.8126,2.9202,GG704913,3830589,3830883,DNA,TcMar
CIMG_07492,GG704913:3845379..3849971(-),"actin cytoskeleton-regulatory complex protein PAN1, actin cytoskeleton-regulatory complex protein PAN1, variant",GG704913,3845121,3849990,CIMG_07492,-,0,0,GG704913,3852464,3852541,DNA,TcMar
CIMG_07491,GG704913:3850708..3851946(-),DNA-directed RNA polymerase II,GG704913,3850470,3852396,CIMG_07491,-,2.3524,3.3331,GG704913,3852464,3852541,DNA,TcMar
CIMG_07484,GG704913:3869629..3871302(+),hypothetical protein,GG704913,3869046,3871569,CIMG_07484,+,2.4253,3.6422,GG704913,3873740,3873788,DNA,TcMar
CIMG_07479,GG704913:3908182..3911782(+),ARF GTPase activator,GG704913,3907640,3912238,CIMG_07479,+,12.4463,7.9491,GG704913,3912482,3913877,DNA,TcMar
CIMG_07458,GG704913:3981099..3982172(-),tetratricopeptide repeat domain-containing protein,GG704913,3981030,3982381,CIMG_07458,-,8.0207,11.7982,GG704913,3985521,3985623,LTR,Gypsy
CIMG_07457,GG704913:3983395..3984658(-),methylthioribose-1-phosphate isomerase,GG704913,3982775,3984701,CIMG_07457,-,61.766,43.1196,GG704913,3985521,3985623,LTR,Gypsy
CIMG_07421,GG704913:4236975..4237627(-),hypothetical protein,GG704913,4236932,4237772,CIMG_07421,-,25.7173,22.9871,GG704913,4239144,4239333,DNA,TcMar
CIMG_07391,GG704912:5209896..5210243(+),hypothetical protein,GG704912,5209896,5210243,CIMG_07391,+,0,1.0445,GG704912,5210554,5211510,LINE,Tad1
CIMG_07389,GG704912:5205859..5206311(+),hypothetical protein,GG704912,5205859,5206311,CIMG_07389,+,0,0,GG704912,5208436,5209312,DNA,TcMar
CIMG_07382,GG704912:5190001..5191237(+),hypothetical protein,GG704912,5190001,5191237,CIMG_07382,+,0,0.2695,GG704912,5191523,5191734,LTR,Copia
